pair_id,sentence,label,corruption_type,phenomenon,source
tone_0104,"Màmá, ẹ padà sábúlé! Ẹ lọ sinmi lábulé! Èmi á padà sí ìgboro.",incorrect,single_delete,tone,menyo20k
tone_0105,Àkúnya Omi Ṣọṣẹ́ Lórílẹ̀-Èdè Japan,correct,none,tone,menyo20k
tone_0105,Akunya Omi Ṣọṣẹ Lorilẹ-Ede Japan,incorrect,strip_all,tone,menyo20k
tone_0105,Àkùnya Omi Ṣọṣẹ́ Lórílẹ̀-Èdè Japan,incorrect,single_flip,tone,menyo20k
tone_0105,Àkúnya Omi Ṣọṣẹ́ Lorílẹ̀-Èdè Japan,incorrect,single_delete,tone,menyo20k
tone_0106,"Àmọ́, ìdílé méjì ni omi gbalé wọn.",correct,none,tone,menyo20k
tone_0106,"Amọ, idile meji ni omi gbale wọn.",incorrect,strip_all,tone,menyo20k
tone_0106,"Àmọ́, ìdìlé méjì ni omi gbalé wọn.",incorrect,single_flip,tone,menyo20k
tone_0106,"Àmọ, ìdílé méjì ni omi gbalé wọn.",incorrect,single_delete,tone,menyo20k
tone_0107,Ayálégbé lásán ni nílé Àlàmú báyìí.,correct,none,tone,menyo20k
tone_0107,Ayalegbe lasan ni nile Alamu bayii.,incorrect,strip_all,tone,menyo20k
tone_0107,Ayálégbé lásán ni nìlé Àlàmú báyìí.,incorrect,single_flip,tone,menyo20k
tone_0107,Ayalégbé lásán ni nílé Àlàmú báyìí.,incorrect,single_delete,tone,menyo20k
tone_0108,"Ohùn àgbà: bí kò ta ìgún, a ta èbù.",correct,none,tone,menyo20k
tone_0108,"Ohun agba: bi ko ta igun, a ta ebu.",incorrect,strip_all,tone,menyo20k
tone_0108,"Ohùn àgbà: bí kò ta ìgún, a ta èbú.",incorrect,single_flip,tone,menyo20k
tone_0108,"Ohùn àgbà: bi kò ta ìgún, a ta èbù.",incorrect,single_delete,tone,menyo20k
tone_0109,"""--- ÀWỌN ÀWÒRÁN: Ikọ̀ Super Eagles ń yá òòrùn ilẹ̀ Seychelles""""""",correct,none,tone,menyo20k
tone_0109,"""--- AWỌN AWORAN: Ikọ Super Eagles n ya oorun ilẹ Seychelles""""""",incorrect,strip_all,tone,menyo20k
tone_0109,"""--- ÀWỌN ÀWÒRÁN: Ikọ̀ Super Eagles ń yá òòrún ilẹ̀ Seychelles""""""",incorrect,single_flip,tone,menyo20k
tone_0109,"""--- ÀWỌN ÀWÒRAN: Ikọ̀ Super Eagles ń yá òòrùn ilẹ̀ Seychelles""""""",incorrect,single_delete,tone,menyo20k
tone_0110,Hébérù 13:6 fi dá mi lójú pé: “Jèhófà ni olùrànlọ́wọ́ mi; mi ò ní bẹ̀rù.,correct,none,tone,menyo20k
tone_0110,Heberu 13:6 fi da mi loju pe: “Jehofa ni oluranlọwọ mi; mi o ni bẹru.,incorrect,strip_all,tone,menyo20k
tone_0110,Hèbérù 13:6 fi dá mi lójú pé: “Jèhófà ni olùrànlọ́wọ́ mi; mi ò ní bẹ̀rù.,incorrect,single_flip,tone,menyo20k
tone_0110,Hébéru 13:6 fi dá mi lójú pé: “Jèhófà ni olùrànlọ́wọ́ mi; mi ò ní bẹ̀rù.,incorrect,single_delete,tone,menyo20k
tone_0111,Irú ọkùnrin bí i tèmi lo nílò,correct,none,tone,menyo20k
tone_0111,Iru ọkunrin bi i temi lo nilo,incorrect,strip_all,tone,menyo20k
tone_0111,Irú ọkùnrin bí i tèmi lo níló,incorrect,single_flip,tone,menyo20k
tone_0111,Irú ọkùnrin bí i tèmi lo nílo,incorrect,single_delete,tone,menyo20k
tone_0112,Ọ̀jọ̀gbọ́n Yakasai ni olùdarí ayẹyẹ ọ̀hún.,correct,none,tone,menyo20k
tone_0112,Ọjọgbọn Yakasai ni oludari ayẹyẹ ọhun.,incorrect,strip_all,tone,menyo20k
tone_0112,Ọ́jọ̀gbọ́n Yakasai ni olùdarí ayẹyẹ ọ̀hún.,incorrect,single_flip,tone,menyo20k
tone_0112,Ọ̀jọgbọ́n Yakasai ni olùdarí ayẹyẹ ọ̀hún.,incorrect,single_delete,tone,menyo20k
tone_0113,Bákan náà ló rí fún OS X kí ó tó kan 10.11 tàbí El Capitan.,correct,none,tone,menyo20k
tone_0113,Bakan naa lo ri fun OS X ki o to kan 10.11 tabi El Capitan.,incorrect,strip_all,tone,menyo20k
tone_0113,Bákan nàà ló rí fún OS X kí ó tó kan 10.11 tàbí El Capitan.,incorrect,single_flip,tone,menyo20k
tone_0113,Bakan náà ló rí fún OS X kí ó tó kan 10.11 tàbí El Capitan.,incorrect,single_delete,tone,menyo20k
tone_0114,"Bí ojú onísó ò bá sunwọ̀n, a kì í lọ̀ ọ́.",correct,none,tone,menyo20k
tone_0114,"Bi oju oniso o ba sunwọn, a ki i lọ ọ.",incorrect,strip_all,tone,menyo20k
tone_0114,"Bí ojú onísó ò bà sunwọ̀n, a kì í lọ̀ ọ́.",incorrect,single_flip,tone,menyo20k
tone_0114,"Bí oju onísó ò bá sunwọ̀n, a kì í lọ̀ ọ́.",incorrect,single_delete,tone,menyo20k
tone_0115,Ṣàyẹ̀wò ìtẹ̀síwájú akẹ́kọ̀ọ́ àti ìṣesí yàrá ìkẹ́kọ̀ọ́,correct,none,tone,menyo20k
tone_0115,Ṣayẹwo itẹsiwaju akẹkọọ ati iṣesi yara ikẹkọọ,incorrect,strip_all,tone,menyo20k
tone_0115,Ṣàyẹ̀wò ìtẹ̀síwájú akẹ́kọ̀ọ́ àti ìṣesí yàrá íkẹ́kọ̀ọ́,incorrect,single_flip,tone,menyo20k
tone_0115,Ṣàyẹ̀wò ìtẹ̀síwáju akẹ́kọ̀ọ́ àti ìṣesí yàrá ìkẹ́kọ̀ọ́,incorrect,single_delete,tone,menyo20k
tone_0116,Èróngbà mi ni láti jẹ́ kí gbogbo àyè ó wúlò.,correct,none,tone,menyo20k
tone_0116,Erongba mi ni lati jẹ ki gbogbo aye o wulo.,incorrect,strip_all,tone,menyo20k
tone_0116,Èróngbà mi ni láti jẹ̀ kí gbogbo àyè ó wúlò.,incorrect,single_flip,tone,menyo20k
tone_0116,Èróngbà mi ni láti jẹ́ kí gbogbo àyè ó wúlo.,incorrect,single_delete,tone,menyo20k
tone_0117,"Ojú ọba ayé ló fọ́; tọ̀rún là kedere, ó ń wo aṣebi.",correct,none,tone,menyo20k
tone_0117,"Oju ọba aye lo fọ; tọrun la kedere, o n wo aṣebi.",incorrect,strip_all,tone,menyo20k
tone_0117,"Ojú ọba ayé ló fọ́; tọ̀rún là kedere, ò ń wo aṣebi.",incorrect,single_flip,tone,menyo20k
tone_0117,"Ojú ọba ayé ló fọ; tọ̀rún là kedere, ó ń wo aṣebi.",incorrect,single_delete,tone,menyo20k
tone_0118,Ọ̀wọ̀ọ kókó la fi ń wọ igi; ọ̀wọ̀ òrìṣà la fi ń wọ àfín.,correct,none,tone,menyo20k
tone_0118,Ọwọọ koko la fi n wọ igi; ọwọ oriṣa la fi n wọ afin.,incorrect,strip_all,tone,menyo20k
tone_0118,Ọ̀wọ̀ọ kókó la fi ń wọ igi; ọ̀wọ̀ òríṣà la fi ń wọ àfín.,incorrect,single_flip,tone,menyo20k
tone_0118,Ọ̀wọ̀ọ kokó la fi ń wọ igi; ọ̀wọ̀ òrìṣà la fi ń wọ àfín.,incorrect,single_delete,tone,menyo20k
tone_0119,"Nílé, Làbákẹ́ pariwo, Jáde! Jáde! Àlàmú!",correct,none,tone,menyo20k
tone_0119,"Nile, Labakẹ pariwo, Jade! Jade! Alamu!",incorrect,strip_all,tone,menyo20k
tone_0119,"Nílé, Làbákẹ́ pariwo, Jáde! Jáde! Àlàmù!",incorrect,single_flip,tone,menyo20k
tone_0119,"Nílé, Làbákẹ́ pariwo, Jáde! Jáde! Àlàmu!",incorrect,single_delete,tone,menyo20k
tone_0120,Wọ́n Fòfin De Àwọn Ẹlẹ́rìí Jèhófà ní “Donetsk People’s Republic”,correct,none,tone,menyo20k
tone_0120,Wọn Fofin De Awọn Ẹlẹrii Jehofa ni “Donetsk People’s Republic”,incorrect,strip_all,tone,menyo20k
tone_0120,Wọ́n Fòfin De Àwọn Ẹlẹ́rìí Jèhòfà ní “Donetsk People’s Republic”,incorrect,single_flip,tone,menyo20k
tone_0120,Wọ́n Fòfin De Àwọn Ẹlẹrìí Jèhófà ní “Donetsk People’s Republic”,incorrect,single_delete,tone,menyo20k
tone_0121,Ìkókó ọmọ tó tọwọ́ bọ eérú ni yó mọ bó gbóná.,correct,none,tone,menyo20k
tone_0121,Ikoko ọmọ to tọwọ bọ eeru ni yo mọ bo gbona.,incorrect,strip_all,tone,menyo20k
tone_0121,Ìkókó ọmọ tó tọwọ́ bọ eérú ni yò mọ bó gbóná.,incorrect,single_flip,tone,menyo20k
tone_0121,Ìkókó ọmọ tó tọwọ́ bọ eéru ni yó mọ bó gbóná.,incorrect,single_delete,tone,menyo20k
tone_0122,Èyí dẹ̀ ti mú èrè tó pọ̀ wá.,correct,none,tone,menyo20k
tone_0122,Eyi dẹ ti mu ere to pọ wa.,incorrect,strip_all,tone,menyo20k
tone_0122,Èyí dẹ̀ ti mù èrè tó pọ̀ wá.,incorrect,single_flip,tone,menyo20k
tone_0122,Èyi dẹ̀ ti mú èrè tó pọ̀ wá.,incorrect,single_delete,tone,menyo20k
tone_0123,Ọmọdé ò mọ ibi tí à ń pọn òun rè.,correct,none,tone,menyo20k
tone_0123,Ọmọde o mọ ibi ti a n pọn oun re.,incorrect,strip_all,tone,menyo20k
tone_0123,Ọmọdè ò mọ ibi tí à ń pọn òun rè.,incorrect,single_flip,tone,menyo20k
tone_0123,Ọmọdé ò mọ ibi tí à ń pọn oun rè.,incorrect,single_delete,tone,menyo20k
tone_0124,Ṣe ìṣípayá ojúṣe Àjọ CC Àgbáńlá-ayé,correct,none,tone,menyo20k
tone_0124,Ṣe iṣipaya ojuṣe Ajọ CC Agbanla-aye,incorrect,strip_all,tone,menyo20k
tone_0124,Ṣe ìṣípayá ojúṣe Àjọ CC Àgbàńlá-ayé,incorrect,single_flip,tone,menyo20k
tone_0124,Ṣe ìṣípayá ojúṣe Àjọ CC Agbáńlá-ayé,incorrect,single_delete,tone,menyo20k
tone_0125,Ọjọ́ eré là ń jiyàn ohun.,correct,none,tone,menyo20k
tone_0125,Ọjọ ere la n jiyan ohun.,incorrect,strip_all,tone,menyo20k
tone_0125,Ọjọ́ eré là ǹ jiyàn ohun.,incorrect,single_flip,tone,menyo20k
tone_0125,Ọjọ́ eré là n jiyàn ohun.,incorrect,single_delete,tone,menyo20k
tone_0126,"Láìsí àní-àní, irú ẹjọ́ bẹ́ẹ̀ rọrùn láti borí.",correct,none,tone,menyo20k
tone_0126,"Laisi ani-ani, iru ẹjọ bẹẹ rọrun lati bori.",incorrect,strip_all,tone,menyo20k
tone_0126,"Láìsí àní-àní, irù ẹjọ́ bẹ́ẹ̀ rọrùn láti borí.",incorrect,single_flip,tone,menyo20k
tone_0126,"Láìsí àní-àní, irú ẹjọ́ bẹ́ẹ̀ rọrùn láti bori.",incorrect,single_delete,tone,menyo20k
tone_0127,"Bí alágbáraá bá jẹ ọ́ níyà, fẹ̀rín sí i.",correct,none,tone,menyo20k
tone_0127,"Bi alagbaraa ba jẹ ọ niya, fẹrin si i.",incorrect,strip_all,tone,menyo20k
tone_0127,"Bì alágbáraá bá jẹ ọ́ níyà, fẹ̀rín sí i.",incorrect,single_flip,tone,menyo20k
tone_0127,"Bí alágbáraá bá jẹ ọ́ níyà, fẹ̀rín si i.",incorrect,single_delete,tone,menyo20k
tone_0128,Sọfún bàbá rẹ kí ó má jẹ́ kí obìnrin yẹn tàn-án.,correct,none,tone,menyo20k
tone_0128,Sọfun baba rẹ ki o ma jẹ ki obinrin yẹn tan-an.,incorrect,strip_all,tone,menyo20k
tone_0128,Sọfún bàbá rẹ kí ó má jẹ́ kí obìnrin yẹn tàn-àn.,incorrect,single_flip,tone,menyo20k
tone_0128,Sọfún bàbá rẹ kí ó má jẹ́ kí obìnrin yẹn tàn-an.,incorrect,single_delete,tone,menyo20k
tone_0129,"Lápapọ̀, ìgbésẹ̀ náà kì í pèse òyì-èédú.",correct,none,tone,menyo20k
tone_0129,"Lapapọ, igbesẹ naa ki i pese oyi-eedu.",incorrect,strip_all,tone,menyo20k
tone_0129,"Lápapọ́, ìgbésẹ̀ náà kì í pèse òyì-èédú.",incorrect,single_flip,tone,menyo20k
tone_0129,"Lapapọ̀, ìgbésẹ̀ náà kì í pèse òyì-èédú.",incorrect,single_delete,tone,menyo20k
tone_0130,"A ní àwọn agbagbára-iná-sára àfẹsẹ̀tẹ̀ kékeré náà, tí ẹ bá fẹ́.",correct,none,tone,menyo20k
tone_0130,"A ni awọn agbagbara-ina-sara afẹsẹtẹ kekere naa, ti ẹ ba fẹ.",incorrect,strip_all,tone,menyo20k
tone_0130,"A ní àwọn agbagbára-iná-sára àfẹsẹ́tẹ̀ kékeré náà, tí ẹ bá fẹ́.",incorrect,single_flip,tone,menyo20k
tone_0130,"A ní àwọn agbagbára-iná-sára àfẹsẹ̀tẹ̀ kékeré náa, tí ẹ bá fẹ́.",incorrect,single_delete,tone,menyo20k
tone_0131,"Ibà-ẹ̀fọn ti ọdún yìí jẹ́ tuntun, ó sì yára pa ènìyàn.",correct,none,tone,menyo20k
tone_0131,"Iba-ẹfọn ti ọdun yii jẹ tuntun, o si yara pa eniyan.",incorrect,strip_all,tone,menyo20k
tone_0131,"Ibà-ẹ̀fọn ti ọdún yìí jẹ̀ tuntun, ó sì yára pa ènìyàn.",incorrect,single_flip,tone,menyo20k
tone_0131,"Ibà-ẹfọn ti ọdún yìí jẹ́ tuntun, ó sì yára pa ènìyàn.",incorrect,single_delete,tone,menyo20k
tone_0132,Mo lọ mú aṣọ tuntun,correct,none,tone,menyo20k
tone_0132,Mo lọ mu aṣọ tuntun,incorrect,strip_all,tone,menyo20k
tone_0132,Mo lọ mù aṣọ tuntun,incorrect,single_flip,tone,menyo20k
tone_0132,Mo lọ mu aṣọ tuntun,incorrect,single_delete,tone,menyo20k
tone_0133,Kí ni o fẹ́ ṣe?,correct,none,tone,menyo20k
tone_0133,Ki ni o fẹ ṣe?,incorrect,strip_all,tone,menyo20k
tone_0133,Kì ni o fẹ́ ṣe?,incorrect,single_flip,tone,menyo20k
tone_0133,Kí ni o fẹ ṣe?,incorrect,single_delete,tone,menyo20k
tone_0134,Ta ni ìyẹn wá ń se ànfàní fún?,correct,none,tone,menyo20k
tone_0134,Ta ni iyẹn wa n se anfani fun?,incorrect,strip_all,tone,menyo20k
tone_0134,Ta ni ìyẹn wà ń se ànfàní fún?,incorrect,single_flip,tone,menyo20k
tone_0134,Ta ni ìyẹn wá ń se anfàní fún?,incorrect,single_delete,tone,menyo20k
tone_0135,Ọ̀dárayá tí ń fi ẹ̀gbẹ́ na igi.,correct,none,tone,menyo20k
tone_0135,Ọdaraya ti n fi ẹgbẹ na igi.,incorrect,strip_all,tone,menyo20k
tone_0135,Ọ̀dàrayá tí ń fi ẹ̀gbẹ́ na igi.,incorrect,single_flip,tone,menyo20k
tone_0135,Ọ̀dáraya tí ń fi ẹ̀gbẹ́ na igi.,incorrect,single_delete,tone,menyo20k
tone_0136,Ìkànnì tí ó wà lárọ̀ọ́wọ́tó lórí Ilé-ìṣiṣẹ́ Kolibiri,correct,none,tone,menyo20k
tone_0136,Ikanni ti o wa larọọwọto lori Ile-iṣiṣẹ Kolibiri,incorrect,strip_all,tone,menyo20k
tone_0136,Ìkànnì tí ó wà lárọ̀ọ́wọ́tó lórí Ilé-íṣiṣẹ́ Kolibiri,incorrect,single_flip,tone,menyo20k
tone_0136,Ìkànnì tí ó wà lárọọ́wọ́tó lórí Ilé-ìṣiṣẹ́ Kolibiri,incorrect,single_delete,tone,menyo20k
tone_0137,"Òní, ẹtú jìnfìn, ọ̀la, ẹtú jìnfìn; ẹtu nìkan lẹran tó wà nígbó?",correct,none,tone,menyo20k
tone_0137,"Oni, ẹtu jinfin, ọla, ẹtu jinfin; ẹtu nikan lẹran to wa nigbo?",incorrect,strip_all,tone,menyo20k
tone_0137,"Òní, ẹtú jìnfìn, ọ̀la, ẹtú jìnfìn; ẹtu nìkan lẹran tó wà nígbò?",incorrect,single_flip,tone,menyo20k
tone_0137,"Òni, ẹtú jìnfìn, ọ̀la, ẹtú jìnfìn; ẹtu nìkan lẹran tó wà nígbó?",incorrect,single_delete,tone,menyo20k
tone_0138,Èyí léwu nítorí ó fi àyè gba àwọn onípò àṣẹ láti lo agbára nílòkulò.,correct,none,tone,menyo20k
tone_0138,Eyi lewu nitori o fi aye gba awọn onipo aṣẹ lati lo agbara nilokulo.,incorrect,strip_all,tone,menyo20k
tone_0138,Èyí léwu nítorí ó fi àyè gba àwọn onípò àṣẹ láti lo agbára nìlòkulò.,incorrect,single_flip,tone,menyo20k
tone_0138,Èyí léwu nitorí ó fi àyè gba àwọn onípò àṣẹ láti lo agbára nílòkulò.,incorrect,single_delete,tone,menyo20k
tone_0139,"Bí mo bá wò yíká nísìyìí, mo máa ń rí gbogbo àyè gẹ́gẹ́ bi àǹfààní.",correct,none,tone,menyo20k
tone_0139,"Bi mo ba wo yika nisiyii, mo maa n ri gbogbo aye gẹgẹ bi anfaani.",incorrect,strip_all,tone,menyo20k
tone_0139,"Bí mo bà wò yíká nísìyìí, mo máa ń rí gbogbo àyè gẹ́gẹ́ bi àǹfààní.",incorrect,single_flip,tone,menyo20k
tone_0139,"Bí mo bá wò yíká nísìyìí, mo máa ń rí gbogbo àyè gẹ́gẹ́ bi àǹfààni.",incorrect,single_delete,tone,menyo20k
tone_0140,"Lọ́wọ́lọ́wọ́ yìí, àto òwo ilé-iṣẹ́ kùkúyè ni à ń takò.",correct,none,tone,menyo20k
tone_0140,"Lọwọlọwọ yii, ato owo ile-iṣẹ kukuye ni a n tako.",incorrect,strip_all,tone,menyo20k
tone_0140,"Lọ̀wọ́lọ́wọ́ yìí, àto òwo ilé-iṣẹ́ kùkúyè ni à ń takò.",incorrect,single_flip,tone,menyo20k
tone_0140,"Lọ́wọ́lọwọ́ yìí, àto òwo ilé-iṣẹ́ kùkúyè ni à ń takò.",incorrect,single_delete,tone,menyo20k
tone_0141,Àwọn ẹ̀mí àìrí kan ni ó yí ọgbà ìtọ́jú Èṣùníyì ká.,correct,none,tone,menyo20k
tone_0141,Awọn ẹmi airi kan ni o yi ọgba itọju Eṣuniyi ka.,incorrect,strip_all,tone,menyo20k
tone_0141,Àwọn ẹ̀mí àìrí kan ni ó yì ọgbà ìtọ́jú Èṣùníyì ká.,incorrect,single_flip,tone,menyo20k
tone_0141,Àwọn ẹ̀mí àìri kan ni ó yí ọgbà ìtọ́jú Èṣùníyì ká.,incorrect,single_delete,tone,menyo20k
tone_0142,A kì í fi ohun sọ́wọ́ búra.,correct,none,tone,menyo20k
tone_0142,A ki i fi ohun sọwọ bura.,incorrect,strip_all,tone,menyo20k
tone_0142,A kì í fi ohun sọ́wọ̀ búra.,incorrect,single_flip,tone,menyo20k
tone_0142,A kì í fi ohun sọ́wọ búra.,incorrect,single_delete,tone,menyo20k
tone_0143,"ní ààbò atakò aìíṣeémọ̀ bí oníṣọnà lè ní ìjàdù, àti",correct,none,tone,menyo20k
tone_0143,"ni aabo atako aiiṣeemọ bi oniṣọna le ni ijadu, ati",incorrect,strip_all,tone,menyo20k
tone_0143,"ní ààbò atakò aìíṣeémọ̀ bí oníṣọnà lè ní ìjádù, àti",incorrect,single_flip,tone,menyo20k
tone_0143,"ní ààbò atakò aìiṣeémọ̀ bí oníṣọnà lè ní ìjàdù, àti",incorrect,single_delete,tone,menyo20k
tone_0144,Àti àárọ̀ àná ló ti jáde,correct,none,tone,menyo20k
tone_0144,Ati aarọ ana lo ti jade,incorrect,strip_all,tone,menyo20k
tone_0144,Àti àárọ̀ àná lò ti jáde,incorrect,single_flip,tone,menyo20k
tone_0144,Ati àárọ̀ àná ló ti jáde,incorrect,single_delete,tone,menyo20k
tone_0145,"Àáyá yó níjọ́ kan, ó ní ká ká òun léhín ọ̀kánkán.",correct,none,tone,menyo20k
tone_0145,"Aaya yo nijọ kan, o ni ka ka oun lehin ọkankan.",incorrect,strip_all,tone,menyo20k
tone_0145,"Àáyá yó níjọ̀ kan, ó ní ká ká òun léhín ọ̀kánkán.",incorrect,single_flip,tone,menyo20k
tone_0145,"Àáyá yó níjọ́ kan, ó ní ká ká òun léhin ọ̀kánkán.",incorrect,single_delete,tone,menyo20k
tone_0146,"Wọ́n ríi pé, àṣẹ Ọlọfin ọ̀run ń gbé pẹ̀lú wọn.",correct,none,tone,menyo20k
tone_0146,"Wọn rii pe, aṣẹ Ọlọfin ọrun n gbe pẹlu wọn.",incorrect,strip_all,tone,menyo20k
tone_0146,"Wọ̀n ríi pé, àṣẹ Ọlọfin ọ̀run ń gbé pẹ̀lú wọn.",incorrect,single_flip,tone,menyo20k
tone_0146,"Wọ́n ríi pé, àṣẹ Ọlọfin ọ̀run ń gbe pẹ̀lú wọn.",incorrect,single_delete,tone,menyo20k
tone_0147,"Ta là bá rí báwí bí ẹní fọmọ fọ́kọ lóru, tí ò jẹ́ kílẹ̀ mọ́?",correct,none,tone,menyo20k
tone_0147,"Ta la ba ri bawi bi ẹni fọmọ fọkọ loru, ti o jẹ kilẹ mọ?",incorrect,strip_all,tone,menyo20k
tone_0147,"Ta là bá rí báwì bí ẹní fọmọ fọ́kọ lóru, tí ò jẹ́ kílẹ̀ mọ́?",incorrect,single_flip,tone,menyo20k
tone_0147,"Ta là bá rí báwí bí ẹní fọmọ fọ́kọ lóru, tí ò jẹ́ kílẹ̀ mọ?",incorrect,single_delete,tone,menyo20k
tone_0148,A gbọdọ̀ sọ ọjọ́ ìbíi rẹ̀ di Kérésìmesì China.,correct,none,tone,menyo20k
tone_0148,A gbọdọ sọ ọjọ ibii rẹ di Keresimesi China.,incorrect,strip_all,tone,menyo20k
tone_0148,A gbọdọ̀ sọ ọjọ́ ìbíi rẹ̀ di Kérésímesì China.,incorrect,single_flip,tone,menyo20k
tone_0148,A gbọdọ̀ sọ ọjọ́ ìbíi rẹ di Kérésìmesì China.,incorrect,single_delete,tone,menyo20k
tone_0149,"Ahún wọnú orù, ó ku àtiyọ.",correct,none,tone,menyo20k
tone_0149,"Ahun wọnu oru, o ku atiyọ.",incorrect,strip_all,tone,menyo20k
tone_0149,"Ahún wọnú orù, ò ku àtiyọ.",incorrect,single_flip,tone,menyo20k
tone_0149,"Ahún wọnú orù, ó ku atiyọ.",incorrect,single_delete,tone,menyo20k
tone_0150,"Láfikún, ìrújú wà nípa ti ìdànimọ̀ irúfẹ́ àléébù ara ènìyàn.",correct,none,tone,menyo20k
tone_0150,"Lafikun, iruju wa nipa ti idanimọ irufẹ aleebu ara eniyan.",incorrect,strip_all,tone,menyo20k
tone_0150,"Láfikún, ìrújú wà nípa ti ìdànimọ̀ irúfẹ́ àléébú ara ènìyàn.",incorrect,single_flip,tone,menyo20k
tone_0150,"Láfikún, ìrúju wà nípa ti ìdànimọ̀ irúfẹ́ àléébù ara ènìyàn.",incorrect,single_delete,tone,menyo20k
tone_0151,Ọmọdé ò moògùn ó ń pè é lẹ́gùn-ún.,correct,none,tone,menyo20k
tone_0151,Ọmọde o moogun o n pe e lẹgun-un.,incorrect,strip_all,tone,menyo20k
tone_0151,Ọmọdé ò moògún ó ń pè é lẹ́gùn-ún.,incorrect,single_flip,tone,menyo20k
tone_0151,Ọmọdé ò moògùn o ń pè é lẹ́gùn-ún.,incorrect,single_delete,tone,menyo20k
tone_0152,Dúró ná! Iléesẹ́ Sony ní ẹ̀ka ni Nàìjíríà?,correct,none,tone,menyo20k
tone_0152,Duro na! Ileesẹ Sony ni ẹka ni Naijiria?,incorrect,strip_all,tone,menyo20k
tone_0152,Dúró ná! Ilèesẹ́ Sony ní ẹ̀ka ni Nàìjíríà?,incorrect,single_flip,tone,menyo20k
tone_0152,Duró ná! Iléesẹ́ Sony ní ẹ̀ka ni Nàìjíríà?,incorrect,single_delete,tone,menyo20k
tone_0153,"Igi tó bá bá Ṣàngó lérí, gbígbẹ ní ń gbẹ.",correct,none,tone,menyo20k
tone_0153,"Igi to ba ba Ṣango leri, gbigbẹ ni n gbẹ.",incorrect,strip_all,tone,menyo20k
tone_0153,"Igi tó bá bá Ṣàngó lérí, gbígbẹ ní ǹ gbẹ.",incorrect,single_flip,tone,menyo20k
tone_0153,"Igi tó bá bá Ṣàngó lérí, gbígbẹ ni ń gbẹ.",incorrect,single_delete,tone,menyo20k
tone_0154,"Ìmàlé sọ̀rọ̀ òjó kù, ó ní Ọlọ́run jẹ́rìí òun.",correct,none,tone,menyo20k
tone_0154,"Imale sọrọ ojo ku, o ni Ọlọrun jẹrii oun.",incorrect,strip_all,tone,menyo20k
tone_0154,"Ímàlé sọ̀rọ̀ òjó kù, ó ní Ọlọ́run jẹ́rìí òun.",incorrect,single_flip,tone,menyo20k
tone_0154,"Ìmàlé sọ̀rọ̀ òjó kù, ó ní Ọlọ́run jẹrìí òun.",incorrect,single_delete,tone,menyo20k
tone_0155,Ẹni tí ó tọ odò tí kò dẹ̀yìn yò bàá Olúwẹri pàdé.,correct,none,tone,menyo20k
tone_0155,Ẹni ti o tọ odo ti ko dẹyin yo baa Oluwẹri pade.,incorrect,strip_all,tone,menyo20k
tone_0155,Ẹni tí ó tọ odò tí kò dẹ́yìn yò bàá Olúwẹri pàdé.,incorrect,single_flip,tone,menyo20k
tone_0155,Ẹni ti ó tọ odò tí kò dẹ̀yìn yò bàá Olúwẹri pàdé.,incorrect,single_delete,tone,menyo20k
tone_0156,--- ìdíje ìpegedé (AFCON) ọdún 2019: Ìpàgọ ikọ̀ Eagles di ṣíṣí lónìí.,correct,none,tone,menyo20k
tone_0156,--- idije ipegede (AFCON) ọdun 2019: Ipagọ ikọ Eagles di ṣiṣi lonii.,incorrect,strip_all,tone,menyo20k
tone_0156,--- ídíje ìpegedé (AFCON) ọdún 2019: Ìpàgọ ikọ̀ Eagles di ṣíṣí lónìí.,incorrect,single_flip,tone,menyo20k
tone_0156,--- ìdíje ìpegedé (AFCON) ọdún 2019: Ìpàgọ ikọ̀ Eagles di ṣíṣi lónìí.,incorrect,single_delete,tone,menyo20k
tone_0157,Ẹlẹ́dẹ̀ tó kú légbodò ló ní ká fòun jẹyán.,correct,none,tone,menyo20k
tone_0157,Ẹlẹdẹ to ku legbodo lo ni ka foun jẹyan.,incorrect,strip_all,tone,menyo20k
tone_0157,Ẹlẹ́dẹ̀ tó kú légbodò ló nì ká fòun jẹyán.,incorrect,single_flip,tone,menyo20k
tone_0157,Ẹlẹ́dẹ̀ tó kú légbodò ló ní ka fòun jẹyán.,incorrect,single_delete,tone,menyo20k
tone_0158,Àṣá wo ìgbín kọ̀rọ̀; ìkaraun-un rẹ̀ ò jẹ́ kó gbé e.,correct,none,tone,menyo20k
tone_0158,Aṣa wo igbin kọrọ; ikaraun-un rẹ o jẹ ko gbe e.,incorrect,strip_all,tone,menyo20k
tone_0158,Àṣá wo ìgbín kọ̀rọ̀; ìkaraun-un rẹ̀ ó jẹ́ kó gbé e.,incorrect,single_flip,tone,menyo20k
tone_0158,Àṣá wo igbín kọ̀rọ̀; ìkaraun-un rẹ̀ ò jẹ́ kó gbé e.,incorrect,single_delete,tone,menyo20k
tone_0159,Ojú àwòdì kọ́ ladìẹ ń re àpáta.,correct,none,tone,menyo20k
tone_0159,Oju awodi kọ ladiẹ n re apata.,incorrect,strip_all,tone,menyo20k
tone_0159,Ojù àwòdì kọ́ ladìẹ ń re àpáta.,incorrect,single_flip,tone,menyo20k
tone_0159,Ojú àwòdì kọ́ ladìẹ ń re àpata.,incorrect,single_delete,tone,menyo20k
