sentence,source,word_count
Wíwẹ̀ là ń wẹ̀ ká tó jàre ọyẹ́.,menyo20k,8
"Compare Wọ́n ní “Àwòko, o bú ọba.”",menyo20k,7
A kì í pè é lẹ́rù ká pè é lọ́ṣọ̀ọ́.,menyo20k,10
A kì í rí ẹṣin ní ìso.,menyo20k,7
A kì í rí i ká tún sọ pé a ò ri mọ́.,menyo20k,13
A kì í ró aṣọ ajé sídìí ká dájọ́ òdodo lẹ́bi.,menyo20k,11
A kì í so ẹran mẹ́ran kó kàn án pa.,menyo20k,10
A kì í sọ̀rọ̀ ìkọ̀kọ̀ kó má diyàn ní gbangba.,menyo20k,10
A kì í ṣe ẹlẹ́jọ́ ní “N gbọ́?”,menyo20k,8
Àbàtá pani; àbàtá pani; ká ṣá sọ pé odòó gbéni lọ.,menyo20k,11
Àbẹ̀tẹ́lẹ̀ ní ń fọ́jú onídàájọ́.,menyo20k,5
Adánu tí ń jẹ ilá: ó ní “Ẹ ò rí ilẹ̀ báyìí?”,menyo20k,12
Àdàpè olè ní ń jẹ́ àfọwọ́rá.,menyo20k,6
Àdàpè olè ní ń jẹ́ “ọmọọ̀ mi ń fẹ́wọ́.”,menyo20k,9
Àdàpè ọ̀rọ̀ ò jẹ́ ká mọ ìtumọ̀ orúkọ.,menyo20k,8
"A-dọ́gbọ́n-pàgùntàn-jẹ Ìlárá, ó ní ojú ẹ̀ ń ba òun lẹ́rù.",menyo20k,10
Afasẹ́gbèjò ń tan araa rẹ̀ jẹ.,menyo20k,6
Afẹ́nilóbìnrin ò ro ire síni.,menyo20k,5
"Afìkọ̀kọ̀jalè, bí ọba ayé ò rí ọ, tọ̀rún rí ọ.",menyo20k,10
"Afọ́jú àjànàkú, kò mọ igi, kò mọ èèyàn.",menyo20k,8
Àfọwọ́rá ní ń jẹ́ olè.,menyo20k,5
Àgbàdo kì í ṣe èèyàn; ta ní ń rí ọmọ lẹ́yìn eèsún.,menyo20k,12
Àgbàká lodi ń gba ìlú.,menyo20k,5
Àgbàká nigbà ń gba ọ̀pẹ.,menyo20k,5
"Àgbọ́ìgbọ́tán Ègùn, ìjà ní ń dá sílẹ̀.",menyo20k,7
"Àjàlá, ta ní nà ọ́? Ìwọ náà kọ́ un?",menyo20k,9
Àjànàkú kúro ni “A rí nǹkan fìrí”; bí a bá rérin ká wí.,menyo20k,13
Àjò àìwuniíyún là ń dÍfá sí.,menyo20k,6
"A-kápò-má-ṣọdẹ, ọ̀tá ẹranko, ọ̀tá èèyàn.",menyo20k,5
Àkàsọ̀ faratilẹ̀ faratilé; bí ẹni tí a fẹ̀yìntì óò bá yẹni a wí fúnni.,menyo20k,14
Alákatam̀pò ò mọ irú ẹran.,menyo20k,5
Alápatà ò mọ irú ẹran.,menyo20k,5
Apajájẹẹ́ ní ẹ̀rù adìẹ ń ba òun.,menyo20k,7
Apani kì í jẹ́ ká mú idà kọjá nípàkọ́ òun.,menyo20k,10
"Arítẹnimọ̀ọ́wí, ó fi àpáàdì ràbàtà bo tirẹ̀ mọ́lẹ̀.",menyo20k,8
Àrókanlẹ̀ laṣọ ayaba; àwàkanlẹ̀ ni ti yàrà.,menyo20k,7
"Arúgbó oǹdágbèsè, ó ní mélòó ni òun ó dùúró san níbẹ̀?",menyo20k,11
Àsọ̀rọ̀àìlàdí ló pa Elempe ìṣáájú tó ní igbá wúwo ju àwo.,menyo20k,11
A-ṣọ̀tún-ṣòsì-má-ba-ibìkan-jẹ́; irọ́ la ó bàá níbẹ̀.,menyo20k,6
Àwárí lobìnrin ń wá nǹkan ọbẹ̀.,menyo20k,6
Àwíyé nIfẹ̀ ń fọ̀; gbangba lorò ń pẹran.,menyo20k,8
Bí a bá ká okó mọ́ obìnrin nídìí á ní kùkú ni,menyo20k,12
"Bí a bá ń yọ́lẹ̀ dà, ohun abẹ́nú a máa yọ́ni ṣe.",menyo20k,12
"Bí ẹnú bá jẹ, ojú á tì.",menyo20k,7
"Bí ìgbín bá fà, ìkarahun a tẹ̀lé e.",menyo20k,8
"Bí ìkàá bá ń rojọ́, ìkà kọ́ ni yó dàá a.",menyo20k,11
"Bí o finú ṣìkà tí o fòde ṣòótọ́, ọba séríkí á rín ọ rín ọ.",menyo20k,15
"Bí ó ti wù kó pẹ́ tó, olóòótọ́ ò níí sùn sípò ìkà.",menyo20k,13
"Bí obìnrín bá máa dán èké wò, a da aṣọ dúdú bora.",menyo20k,12
Bí ojú bá sé ojú; kí ohùn má yẹ ohùn.,menyo20k,10
"Bí olókùnrùn yó bàá kú, kó má purọ́ mọ́ àlapà; omitooro kì í korò.",menyo20k,14
Bí òru bí òru ní ń ṣe aláṣọdúdú.,menyo20k,8
"Bí ọgbọ́n bá tán nínú, a tún òmíràn dá.",menyo20k,9
"Bí ọmọdé bá mọ igbá-di-ogóje, kò lè mọ èrò-kò-wájà.",menyo20k,9
"Bí ọmọdé bá ri oyin, a ju àkàrà nù.",menyo20k,9
Dúkìa tí a fi èrú kójọ kò mú ká dolówó.,menyo20k,10
“Ebí ń pa mí” ò ṣéé fìfé wí.,menyo20k,8
"Eegun tí a bá so mọ́ ajá lọ́rùn, kì í ṣán an.",menyo20k,12
"Èké Ìbídùn, tí ń kí eégún “Kú àtijọ́.”",menyo20k,8
Èké lojú ó tì bó dọ̀la.,menyo20k,6
Èké mọ ilée rẹ̀ ó wó; ọ̀dàlẹ́ mọ tirẹ̀ ó bì dànù.,menyo20k,12
Elékèé lèké ń yè; oun a bá ṣe ní ń yéni.,menyo20k,11
Eléweé ní iyènú; àìní mọ ìwàá hù.,menyo20k,7
Èlùbọ́ lo wáá rà; ọmọ ẹrán ṣe dénú igbá?,menyo20k,9
"Èrò ò kí baálẹ̀, baálé ló ńkí.",menyo20k,7
"Etí, gbọ́ èkejì kí o tó dájọ́.",menyo20k,7
Etí tó gbọ́ àlọ ni yó gbọ̀ọ́ àbọ̀.,menyo20k,8
Ewúrẹ́ ní òun ò mọlé odì; ẹni òún bá ṣẹ̀ kó bi òun.,menyo20k,13
"Ẹgẹ́ ò ṣákìí; ẹní bá bọ́ sábẹẹ rẹ̀, a pa á kú pátá-pátá.",menyo20k,13
"Ẹgbẹ̀tàlá: bí a ò bá là á, kì í yéni.",menyo20k,10
"Ẹ-kòì-fẹ́-mi-kù, tó ta ajáa rẹ̀ lókòó.",menyo20k,6
Ẹ̀là lọ̀rọ̀; bí a ò bá là á rírú ní ń rú.,menyo20k,12
Ẹlẹ́rìí ní ń yanjú ẹjọ́; ẹlẹ́rìí kì í ṣe elégbè.,menyo20k,10
Ẹ̀ẹ̀mejì letí ọlọ́jà ń gbọ́rọ̀.,menyo20k,5
Ẹni a kò fẹ́ nilée rẹ̀ ń jìnna lójú ẹni.,menyo20k,10
"Ẹní bá sùn là ń jí, a kì í jí apirọrọ.",menyo20k,11
Ẹní gbé àrùn pamọ́ kọjá ore oníṣègùn.,menyo20k,7
Ẹni tí ó sá là ń lé.,menyo20k,7
Ẹni tí ó ṣe ojú kò da bí ẹni tó ṣe ẹ̀yìn.,menyo20k,12
"Ẹni tí ó fẹ́ kúure, kó hùwà rere.",menyo20k,8
Ẹni tí ó gbépo lájà ò jalè bí ẹni tó gbà á sílẹ̀ fún un.,menyo20k,15
Ẹnìkan kì í yọ̀ kí ilẹ̀ ó sẹ́.,menyo20k,8
Ẹnu òpùrọ́ kì í ṣẹ̀jẹ̀.,menyo20k,5
"Ẹnuu rẹ̀ ní ń dá igba, tí ń dá ọ̀ọ́dúnrún.",menyo20k,10
"Ẹran tí a kì í jẹ, a kì í fi eyín pín in.",menyo20k,13
Ẹ̀tàn kì í ṣe ọgbọ́n.,menyo20k,5
"Ẹ̀wà yí kò dùn, ẹ̀wà yí kò dùn, àáṣó ìpàkọ́ ń mì tìtì.",menyo20k,13
"Fi inú ṣìkà, fi òde ṣòótọ́; ẹni tí ḿbini kò níí ṣàì bini.",menyo20k,13
"Gbangba là ń ṣe gbàǹgbà; bẹ́ṣín bá kú, ìta gbangba là ń sin í sí.",menyo20k,15
"Ìbáà tínrín, okùn òtítọ́ kì í já; bí irọ́ tó ìrókò, wíwó ní ń wó.",menyo20k,15
Igbó kan náà lọdẹ ń dẹ.,menyo20k,6
Ìjòkó là ń bá eèbà.,menyo20k,5
Ìkòkò kì í ṣelé ìgbín; ṣe ló dè ìgbín mọ́lẹ̀.,menyo20k,10
Ìlú tí a bá rè là ń bá pé.,menyo20k,9
Ìmàlé gbààwẹ̀ ó lóun ò gbétọ́ mì; ta ní ń ṣe ẹlẹ́rìí fún un?,menyo20k,14
"Ìmàlé sọ̀rọ̀ òjó kù, ó ní Ọlọ́run jẹ́rìí òun.",menyo20k,9
Ìmùlẹ̀ ò gbọdọ̀ tan ara wọn jẹ; ìmọ̀ ẹnìkan ò yàn.,menyo20k,11
Ìpẹ́pẹ́rẹ́ ìgò méje; bí kò bá pé méje ara kì í gbà á.,menyo20k,13
"Ìrókò tó bá gbàbọ̀dè, bíbẹ́ ni.",menyo20k,6
Irọ́ ni “Má jẹ̀ẹ́nìkan ó gbọ́”; òótọ́ ni “Ẹni o rí o bi.”,menyo20k,13
“Jẹ́ kí n fìdí hẹ́ ẹ” ẹ́ gbàjòkó; àfòmọ́ di onílé.,menyo20k,11
"Kí á gà, kí á gò, èdè ni ò yédè.",menyo20k,10
"Kí á rí ká rà, ká rà ká má san; à-rà-àì-san èkejìolè.",menyo20k,12
"Kí olówó wá, kí aláwìn wá; à-rà-àì-san ni ò sunwọ̀n.",menyo20k,10
"“Kò dùn mí, kò dùn mí”; àgbàlagbà ń bú ọpa lẹ́ẹ̀mẹfà nítorí iyán àná.",menyo20k,14
Kò sí ohun tí a ò lè fi òru ṣe; ẹ̀rù ọ̀sán là ń bà.,menyo20k,15
Kò ṣeku kò ṣẹyẹ ò jẹ́ kí àjàò sanwó òde.,menyo20k,10
Má sẹ̀ẹ́ kí ọ̀ràn má pọ̀.,menyo20k,6
“Mo kò ó” kì í ṣe àìní àpèjúwe.,menyo20k,8
"Nì palaba, ní wonko, ẹ̀rẹ̀kẹ́ á ṣèkan.",menyo20k,7
"“Ó fò sókè ó pẹ́ títí,” irọ́ ló ń pa.",menyo20k,10
"Ó jọ gàtè, kò jọ gàtè, ó fẹsẹ̀ méjèèjì tiro rìn.",menyo20k,11
"O kò pọ̀ ọ́, bẹ́ẹ̀ni o ò gbé e mì.",menyo20k,10
“Ó mọ́ mi lọ́wọ́” ní ń di olè.,menyo20k,8
"Ó pẹ́ títí ni “A-bẹnu-bí-ẹnu-ọ̀bọ”; ká ṣá sọ pé, “Ìwọ Lámọnrín, ọ̀bọ ni ọ́.”",menyo20k,14
"Ó ta ọfà sókè, ó ṣí odó borí.",menyo20k,8
Obìnrin abàlèmẹ́fà: àlè mẹ́fà ò mọ ara wọn.,menyo20k,8
Obìnrin-ín pẹ́ lọ́jà ó fìgbójú wọlé.,menyo20k,6
"Obìnrin-ín re ilé àlè, ó fi ilé ìyá ẹ̀ tan ọkọ jẹ.",menyo20k,12
"Odídẹrẹ́ ẹyẹ òkun, àlùkò ẹyẹ ọ̀sà; bí a bá jẹun gbé, ká má jẹ̀ẹ́ùn gbé.",menyo20k,15
"Òfìífìí là ń rí, a ò rí òkodoro; òkodoro ń bọ̀, baba gbangba.",menyo20k,13
Ògèdèǹgbé irọ́ kì í dáni síyẹ̀wù; gbangba ní ń dáni sí.,menyo20k,11
Ohun tí a ò fẹ́ kéèyàn ó mọ̀ là ńṣe lábẹ́lẹ̀.,menyo20k,11
"Ojo díẹ̀, akin díẹ̀; ìyà ní ń kó jẹni.",menyo20k,9
Òjò ọ̀gànjọ́ ò pa ẹni rere; bí kò pa jalè-jalè a pa yíde-yíde.,menyo20k,13
Ojú gba-n-gba là ńta awọ gbà-ǹ-gbà.,menyo20k,6
Ojú kì í fẹ́nikù kó hu ibi.,menyo20k,7
Ojú olóbì la ti ń jèrè obì.,menyo20k,7
Ojú tó ti mọni rí kì í wí pe òun ò mọni mọ́.,menyo20k,13
"Òkété, báyìí nìwà ẹ; o báFá mulẹ̀ o daFá.",menyo20k,9
"Òkété ní ọjọ́ gbogbo lòún mọ̀, òun ò mọ ọjọ́ mìíràn.",menyo20k,11
Òkóbó kì í bímọ sítòsí.,menyo20k,5
Olòfòófó ò gbẹ́gbàá; ibi ọpẹ́ ní ń mọ.,menyo20k,8
Olóòótọ́ kì í sùn sípò ìkà.,menyo20k,6
“Orí jẹ́ kí ń pé méjì” obìnrin ò dénú.,menyo20k,9
Òtítọ́ dọ́jà ó kùtà; owó lọ́wọ́ là ń ra èké.,menyo20k,10
Òtítọ́ kì í kú ká fi irọ́ jọba.,menyo20k,8
Òtítọ́ kì í ṣìnà; irọ́ ní ń forí gbọgbẹ́.,menyo20k,9
Òtítọ́ korò; bí omi tooro nirọ́ rí.,menyo20k,7
Òtítọ́ ní ń tú ẹrù ìkà palẹ̀.,menyo20k,7
"Ọbẹ̀ẹ́ dùn, ọbẹ̀ ò dùn, iyán tán nígbá.",menyo20k,8
Ọ̀nà irọ́ kì í pẹ́ẹ́ pin.,menyo20k,6
"Ọ̀mọ̀rán bèèrè ọ̀ràn wò; Ìjàpá ní, “Ẹni tí wọ́n pa lánàá, kàà kú tán?”",menyo20k,14
“Ọ̀ràn yí ò dùn mí”: ẹ̀ẹ̀kanṣoṣo là ń wí i.,menyo20k,10
"Ọ̀rọ̀ ìkọ̀kọ̀, ní gbangba ní ń bọ̀.",menyo20k,7
Ọ̀tá ẹni kì í pòdù ọ̀yà.,menyo20k,6
Pàkìtí ṣe bí òkú wọ̀lú; labalábá ṣe bí ẹyẹ jáko.,menyo20k,10
"Pátá-pátá; là ń fọ́jú, kùm̀bọ̀-kumbọ là ń dẹ́tẹ̀; ojú à-fọ́-ì-fọ́-tán ìjà ní ń dá sílẹ̀.",menyo20k,15
Pátá-pátá leégún ń faṣọ borí;.,menyo20k,5
"Pẹ̀yìndà kí o ríṣe èké, fara pamọ́ kí o rí bí aṣení ti ń sọ.",menyo20k,15
Pípọn niyì idẹ; ẹ̀jẹ́ niyì oògun.,menyo20k,6
Pọ̀ǹgbà-pọngba là ń bá odi.,menyo20k,5
"Purọ kóo níyì; bí a bá jáni tán, ẹ̀tẹ́ ní ń dà.",menyo20k,12
Rìkíṣí pa wọ́n pọ̀ wọ́n dọ̀rẹ́; kò lọ́jọ́ kò lóṣù ọ̀rẹ́ bàjẹ́.,menyo20k,12
Ṣìgìdì ò lẹ́nu fọhùn; irọ́ ń purọ́ fúnrọ́.,menyo20k,8
"Ṣìgìdì tí ò sọ̀rọ̀, a ò mẹni tí ń gbè.",menyo20k,10
"Ta là bá rí báwí bí ẹní fọmọ fọ́kọ lóru, tí ò jẹ́ kílẹ̀ mọ́?",menyo20k,15
Ta la domi sí lára? Ta lòrìṣà ń gùn?,menyo20k,9
Ta leṣinṣin ìbá gbè bí kò ṣe elégbò?,menyo20k,8
Ta ló dè ọ́ tí ò ń kakọ?,menyo20k,8
Ta ní ń ṣoògùn lódò tí lábẹ-lábẹ ò gbọ́?,menyo20k,9
“Wá jẹun.” “N ò jẹ.” Ó fọgọ́rùnún òkèlè tọ́ ọbẹ̀ wò.,menyo20k,11
A kì í fi àìmọ̀nà dá pàdé-m̀-pàdé.,menyo20k,7
Abúni ò tó abẹ̀rín; bẹ́ẹ̀ni abẹ̀rín ò mọ ẹ̀yìn ọ̀la.,menyo20k,10
"Adìẹ́ yẹ̀gẹ̀, a ṣe bí ó ṣubú.",menyo20k,7
"A-fi-tirẹ̀-sílẹ̀-gbọ́-tẹniẹlẹ́ni, Ọlọ́run ní ń ba gbọ́ tirẹ̀.",menyo20k,7
Àgbò ò ṣéé mú; ọ̀dá ò ṣéé mú; ohun gbogbo ní ń tóbi lójú ahun.,menyo20k,15
Àì-fi-ǹ-kan-pe-ǹ-kan ní ń ba nǹkan jẹ́.,menyo20k,6
"Àìmète, àìmèrò, lọmọ ìyá mẹ́fàá fi ń kú sóko ẹgbàafà.",menyo20k,10
Akẹ́yinjẹ ò mọ̀ pé ìdí ń ro adìẹ.,menyo20k,8
Aláràjẹ ò mọ ọdún; a-biṣu-ú-ta-bí-igi.,menyo20k,5
Arúgbó ṣoge rí; àkísàá lògbà rí.,menyo20k,6
"Àṣẹ Ọ̀yọ́ kì í ró “Gbà”, àfi “Múwá.”",menyo20k,8
Àṣíríi náwó-náwó kì í tú lójú ahun.,menyo20k,7
Aṣiwèrè ló bí ìyá ọ̀bọ.,menyo20k,5
Ayídóborí tafà sókè: ojú Olúwaá tó wọn.,menyo20k,7
Bámijókòó làbíkú ń jẹ́; ẹni tí ò bímọ rí ò gbọdọ̀ sọ Ọmọ́láriwo.,menyo20k,13
"Bí a bá gé igi nígbó, ká fi ọ̀ràn ro ara ẹni wò.",menyo20k,13
"Bí a bá rí òkú ìkà nílẹ̀, tí a fi ẹsẹ̀ tá; ìkàá di méji.",menyo20k,15
"Bí ó ti ń dun ọmọ ẹyẹ, bẹ́ẹ̀ ló ń dun ọmọ èèyàn",menyo20k,13
“Èrò tètè jí;” “Èrò jẹ́ ilẹ̀ ó mọ́”; tèrò là ń srò.,menyo20k,12
Ẹní fowó lògbà ló káyé já.,menyo20k,6
Ẹní lówó kó ṣe bí ọba; àrà wo lahún fẹ́ fi owó dá?,menyo20k,13
Ẹní mọ owóó lò lowó ń bá gbé.,menyo20k,8
Ẹni tí ó bá máa bímọ á yọ̀ fọ́lọ́mọ.,menyo20k,9
Ẹni tí ó bèèrè ọ̀rọ̀ ló fẹ́ ìdíi rẹ̀ ẹ́gbọ́.,menyo20k,10
"Ẹni tí a ṣe lóore tí kò dúpẹ́, bí ọlọ́ṣà kóni lẹ́rù ni.",menyo20k,13
Ẹni tí ó so ìlẹ̀kẹ̀ parí ọ̀ṣọ́; ẹni tó fúnni lọ́mọ parí oore.,menyo20k,13
Ẹni tí ó ṣe ìbàjẹ́ èèyàn-án ṣe ìbàjẹ́ araa rẹ̀.,menyo20k,10
"Ẹyẹlé fi ẹ̀sín-in rẹ̀ pamọ́, ó ń ṣe ẹ̀sín adìẹ.",menyo20k,10
Ìbàjẹ́ iṣu nìbàjẹ́ ọ̀bẹ; ẹni tó ṣe ìbàjẹ́ èèyàn-án ṣe ìbàjẹ́ ara ẹ̀.,menyo20k,13
Igbá onípẹ̀lẹ́ kì í fọ́; àwo onípẹ̀lẹ́ kì í fàya.,menyo20k,10
Ilé olóore kì í wó tán; tìkà kì í wó kù.,menyo20k,11
Ilé ọ̀ṣọnú àyàyó; ta ní jẹ́ yalé ahun-káhun?,menyo20k,8
"Inúure kì í pani, wàhálà ní ń kó báni.",menyo20k,9
Ìyàwó jẹ ọkà jẹ igbá.,menyo20k,5
“Kiní yìí ò pọ̀; n ò lè fún ọ níbẹ̀”: olúwarẹ̀ ahun ni.,menyo20k,13
“Kiní yìí tí o fún mi ò pọ̀”: ahun ní ń jẹ́ bẹ́ẹ̀.,menyo20k,13
Kò mú ti ọwọ́ ẹ̀ wá ò gba tọwọ́ ẹni.,menyo20k,10
Kò sí kò sí; bẹ́ẹ̀ni ọmọ wọn ń yó.,menyo20k,9
Kò tó nǹkan ní ń sọni dahun.,menyo20k,7
"“Má bàá mi jẹ ìdùn,” ẹran ní ń lé lọ.",menyo20k,10
M̀bá-lówó-m̀bá-se-ọ̀lẹ̀lẹ̀-fún-Agọ́n: ìjímèrè kì í jẹ oko ẹ̀ kó sọ̀.,menyo20k,9
"“Mú wá, mú wá” lapá ẹyẹlé ń ké.",menyo20k,8
"O jẹbẹ, o mubẹ, o babẹ jẹ́.",menyo20k,7
“O kú iṣẹ́” ò lè bí aráyé nínú.,menyo20k,8
Obì kékeré kọjá òkúta ńlá.,menyo20k,5
Ohun tí ń bá ahun náwó ẹ̀ ḿbẹ lápòo ẹ̀.,menyo20k,10
Òjò pa ewée kòkò; bó lè ya kó ya.,menyo20k,9
"Ojú la rí là ń kọrin òkú, òkú ò forin sáyé kó tó lọ.",menyo20k,14
Ojú ní ń rójú ṣàánú.,menyo20k,5
"Ojú ọba ayé ló fọ́; tọ̀rún là kedere, ó ń wo aṣebi.",menyo20k,12
Onígẹ̀gẹ̀ ìṣájú ba tìkẹyìn jẹ́.,menyo20k,5
Oore kì í gbé; ìkà kì í dànù; à-ṣoore-jindò ní ń múni pàdánù oore.,menyo20k,14
Oore tí a ṣe fádìẹ ò gbé; bó pẹ́ títí a ṣomi tooro síni lẹ́nu.,menyo20k,15
Òrẹ́yìn ní ń ṣe ọmọ òkù pẹ̀lẹ́; ta ní jẹ́ ṣe ọmọ Ègùn lóore?,menyo20k,14
Òṣónú ò bí èjìrẹ́; onínúure ní ń bí ẹdun.,menyo20k,9
Owó ló ń pe ìná owó.,menyo20k,6
"Ọ̀gá Ìwátà, eṣú ò mọ olóòótọ́; eṣú dé, eṣú jẹ oko olóore.",menyo20k,12
Ọ̀mùtí kì í ṣàpà; owó ẹ̀ ló ń ná.,menyo20k,9
Ọ̀ràn-an-yàn ò sí nínúu iyánrán.,menyo20k,5
Ọtí gbélé ahun ó kan.,menyo20k,5
Ọwọ́ híhá àhájù ní ń dínà ire mọ́ni.,menyo20k,8
Ṣe sílẹ̀: ẹrùu ẹ̀ kì í pẹ́ níbodè.,menyo20k,8
Ṣẹ̀gàn-ṣẹ̀gàn ò láṣọ méjì; pé-ń-pé laṣọ abúni ḿmọ.,menyo20k,8
Ṣìkà-ṣìkà-á fi díẹ̀ ṣe ara ẹ̀.,menyo20k,6
"Ṣìkà-ṣìkà-á gbàgbé àjọbí, adánilóró gbàgbé ọ̀la.",menyo20k,6
Ṣìkà-ṣìkà ò jẹ́ pe ara ẹ̀ níkà.,menyo20k,7
Tewé tegbò ní ń ṣàánú àfòmọ́.,menyo20k,6
Tigi tọ̀pẹ̀ ní ń ṣàánú àfòmọ́.,menyo20k,6
Tigi tọ̀pẹ̀ ní ń sàánú ìyèré lóko.,menyo20k,7
"Tìkà toore, ọ̀kan kì í gbé.",menyo20k,6
Tútù ní ń tẹnu ẹja wá.,menyo20k,6
ÌKÉDE KÁRÍAYÉ FÚN Ẹ̀TỌ́ ỌMỌNÌYÀN,menyo20k,5
Gbogbo ènìyàn ni a bí ní òmìnira; iyì àti ẹ̀tọ́ kọ̀ọ̀kan sì dọ́gba.,menyo20k,13
Ẹnì kọ̀ọ̀kan ló ní ẹ̀tọ́ láti jẹ́ ọmọ orílẹ̀‐èdè kan.,menyo20k,10
A kò lè ṣàdédé gba ohun ìní ẹnì kan lọ́wọ́ rẹ̀ láìnídìí.,menyo20k,12
A kò lè fi ipá mú ẹnìkẹ́ni dara pọ̀ mọ́ ẹgbẹ́ kankan.,menyo20k,12
Ẹnì kọ̀ọ̀kan ló ní ẹ̀tọ́ tó dọ́gba láti ṣe iṣẹ́ ìjọba ní orílẹ̀‐èdè rẹ̀.,menyo20k,14
A ní láti pèsè ìtọ́jú àti ìrànlọ́wọ́ pàtàkì fún àwọn abiyamọ àti àwọn ọmọdé.,menyo20k,14
Ẹnì kọ̀ọ̀kan ló ní ẹ̀tọ́ láti kọ́ ẹ̀kọ́.,menyo20k,8
"Ó kéré tán, ẹ̀kọ́ gbọdọ̀ jẹ́ ọ̀fẹ́ ní àwọn ilé‐ẹ̀kọ́ alákọ̀ọ́bẹ̀rẹ̀.",menyo20k,11
Ẹkọ́ ní ilé‐ẹ̀kọ́ alákọ̀ọ́bẹ̀rẹ̀ yìí sì gbọdọ̀ jẹ́ dandan.,menyo20k,9
"Ìkejì, a nílò láti bèrè ìbéèrè nípa ojúṣe.",menyo20k,8
"Ìkẹ́ta, a nílò láti bèrè ìbéèrè nípa ìdọ́gba.",menyo20k,8
"Aìdọ́gba àgbáyé jẹ́ ìṣòro tó ń rún nǹkan, t’ó sì lágbára.",menyo20k,11
Àlàfo ìpawó-wọlé àti ọrọ̀ ń fẹjú jákèjádò àgbáyé.,menyo20k,8
"Ṣùgbọ́n ó túmọ sí ìpín àìṣedédé alágbára àwọn àǹfààní fún ìgbeayé pípẹ́, alálàáfíà, onítẹ́lọ́rùn.",menyo20k,14
Ó ṣe ju gbogbo àwọn ètò ìrànwọ́ ilẹ̀ òkèèrè ní àgbáríjọpọ̀ àgbáyé lọ.,menyo20k,13
"Àwọn ìbéèrè wọ̀nyí kọ ìkáàánú, wọ́n sì gba ìṣedédé.",menyo20k,9
Kì í ṣe ìdojúkọ kékeré láti kojú k’á sì fẹ àwọn enubodè wa.,menyo20k,13
"Ó máa gba ọgbọ́n, ìṣẹ̀dá àti ìgbóyà.",menyo20k,7
Ṣùgbọ́n àwọn enubòdè àríyànjiyàn ìwọlé látókèrè lè di sísún.,menyo20k,9
Ó dọwọ́ gbogbo wa láti sún wọn.,menyo20k,7
Nǹkan tí mo kò nípa òmìnira lẹ́yìn tí mo sá kúrò ní orílẹ̀-ède North Korea.,menyo20k,15
Mo ní àwọn òbí tí wọ́n nífẹ̀ẹ́ àti ẹ̀gbọ́n obìnrin kan.,menyo20k,11
"Ní ọdún 2007, èmi àti ọmọ ìyá mi lóbìnrin pinnu láti sálọ.",menyo20k,12
"Ó jẹ́ ọmọ ọdún mẹ́rìn-dín-lógún, èmí sì jẹ́ ọmọ ọdún mẹ́tàlá.",menyo20k,11
"Gbogbo wa ni ebi ń pa, ebí sì túmọ̀ sí ikú ní orílẹ̀-ède North Korea,",menyo20k,15
Ó jẹ́ àǹfààní kan ṣoṣo fún wa.,menyo20k,7
Kì í ṣe wí pé a ní ìpinnu alágbára tàbí àwòrán kankan.,menyo20k,12
A ò mọ nǹkankan nípa nǹkan tí yóò ṣẹlẹ̀.,menyo20k,9
Ẹ wòye pé ilé ìgbe yín gbaná.,menyo20k,7
"Mò ń sọ nípa pé, kí lẹ máa se?",menyo20k,9
Nǹkan tí a ṣe nìyẹn.,menyo20k,5
A fò jáde kúrò nínú ilé náà dípò iná.,menyo20k,9
North Korea jẹ́ ibi tí ẹ ò leè ronú nípa rẹ̀.,menyo20k,11
"Ká sọ tòótọ́, mo sọ fún yín: ẹ ò lè ronú nípa rẹ̀.",menyo20k,13
"Fún àpẹẹrẹ, ọ̀rọ yìí “ìfẹ́” ní ìtumọ̀ kan ṣoṣo: ìfẹ́ fún adarí wa ọ̀wọ́n.",menyo20k,14
Kò sí èrò ìfẹ́ ẹlẹ́yẹlé ní orílẹ̀-ède North Korea,menyo20k,9
Ẹ jẹ́ kí n fún yín ní àpẹẹrẹ mìíràn.,menyo20k,9
Èrú tún bàmí láti ronú nípa orílẹ̀-ède North Korea.,menyo20k,9
"Nígbẹ́yìn, mo mọ̀ wí pé ebi ò pa á.",menyo20k,9
"Lóòótọ́, ẹnìkán ní láti kọ́ mi pé òún sanra.",menyo20k,9
Kí ló dé tí ò sí ìjàngbara fún ìnira àádọ́rin ọdún yìí,menyo20k,12
Mo rò wí pé mo wà láàrín-gbùgbun àgbáyé ni.,menyo20k,9
Mo sọ fún wọn: BS.,menyo20k,5
"Gbogbo ẹ̀, gbogbo ẹ̀ gbọ́dọ̀ di kíkọ́, tó fi kan àánú.",menyo20k,11
Mi ò ní ìmọ̀lára kankan.,menyo20k,5
"Kìí ṣe nítorí mo jẹ́ ọlọ́dẹ-orí, ṣùgbọ́n nítorí mi ò kẹ́kọ̀ọ́ nípa èrò ìkáànú rí.",menyo20k,15
Ní báyìí mò ń gbé ní orílẹ̀-ède United State gẹ́gẹ́ bi olómìnira ènìyàn.,menyo20k,13
"Láìpẹ́ yìí, àwọn adarí orílẹ̀-èdè olómìnira, Ààrẹ wa Trump, ṣe ìpàdé pẹ̀lú òòsa mi tẹ́lẹ̀.",menyo20k,15
Ìyẹn sì tó nǹkan à ń gbóríyìn fún.,menyo20k,8
